Rainfall_24h_mm,Rainfall_3Day_mm,Rainfall_7Day_mm,Slope_Angle_deg,Elevation_m,Aspect_deg,Soil_Saturation,Vegetation_Cover,NDVI_Index,Distance_to_Water_m,Distance_to_Road_m,Temperature_C,Humidity_percent,Clay_Content_pct,Sand_Content_pct,Silt_Content_pct,Soil_Erosion_Rate_t_ha_yr,Pore_Water_Pressure_kPa,Soil_Moisture_Content,Earthquake_Activity,Landslide
69.145434,209.447401,425.549965,40.412582,166.379003,58.865956,0.410334,0.697023,0.530232,332.33642,27.442015,31.23833,100.0,42.753271,15.961376,44.945842,0.0,118.90453,0.294622,0.620886,0
145.930078,248.069644,780.065419,50.251889,348.931485,108.730596,0.728846,0.656349,0.597712,325.342144,174.645268,23.359499,100.0,33.734867,40.513136,24.514968,4.804706,165.550148,0.361301,0.383865,0
133.236954,177.855961,344.116618,29.387781,483.202058,3.966005,0.386312,0.54917,0.707028,372.528368,164.28265,21.709806,100.0,17.532779,49.714822,34.845963,0.0,71.21649,0.151918,0.977484,0
37.940831,218.237328,319.326786,17.49813,472.582542,342.051799,0.605596,0.409495,0.429329,350.89289,131.900846,19.486796,100.0,30.971354,12.511296,59.397906,5.447762,141.767348,0.279194,0.380502,0
27.278683,166.409637,448.109657,35.502163,854.855127,44.574873,0.431145,0.528777,0.531597,6.649469,490.974974,21.893713,100.0,31.521196,41.265345,30.026657,1.900665,109.253678,0.229514,0.251914,1
33.032294,149.831555,251.182489,8.509949,1207.322024,137.933594,0.4522,0.763045,0.889814,155.52015,47.39359,23.03714,100.0,10.0,57.265814,32.130913,2.592704,108.821724,0.205085,0.203698,0
134.283787,363.622241,588.557753,50.519714,1527.579208,316.629921,0.731657,0.660537,0.594132,192.945929,162.948441,21.013837,100.0,21.209603,40.733749,35.58811,7.509133,168.077438,0.313352,1.152121,0
32.51496,215.268035,402.739622,39.741542,1054.087544,38.364469,0.522705,0.229816,0.086729,58.362866,401.996581,18.165568,100.0,37.355082,30.476515,33.744133,12.600685,120.286674,0.327608,0.222114,0
196.247521,205.127842,449.292804,46.694826,677.160222,174.097531,0.397155,0.342867,0.412196,26.473071,371.964566,33.903229,100.0,33.60684,16.092331,52.763288,7.489924,105.836196,0.134252,0.908613,0
95.317653,213.490609,406.578404,24.498928,100.0,304.122095,0.45931,0.674295,0.573242,11.401832,661.874037,22.533483,100.0,43.559373,20.402504,37.43709,3.843026,93.782235,0.261966,0.151292,0
62.840543,178.489152,221.88054,58.388391,935.294788,200.506545,0.249549,0.726268,0.640405,465.028812,243.993528,20.806298,100.0,46.150703,31.51938,22.140741,3.241925,67.314486,0.1,0.008912,0
37.375062,117.586187,383.435278,54.121662,912.885097,75.723694,0.627362,0.115163,0.093224,1409.515636,483.921745,25.165172,100.0,22.177848,50.426344,29.412135,2.083588,147.623001,0.314306,0.992062,0
69.915517,83.766223,313.547009,47.811092,991.464377,264.783431,0.40758,0.233141,0.16669,575.150781,74.861337,25.429198,100.0,23.882283,47.484733,23.740866,5.117271,89.922423,0.179559,0.113581,0
23.030268,79.263167,445.433149,15.705129,1953.120149,245.282783,0.4573,0.343416,0.404576,7.831729,283.64109,23.613949,100.0,14.676325,31.595096,55.922192,1.233451,100.557822,0.272175,0.056312,0
14.294487,24.794592,133.794934,30.669655,1520.298273,130.386926,0.392218,0.55356,0.46149,5.0,58.95468,17.159891,100.0,37.608564,24.76971,37.006021,5.104076,105.969802,0.315466,1.563297,0
96.018725,454.852025,492.992832,7.409207,1292.530459,16.666258,0.483794,0.561695,0.460413,205.626021,618.333899,23.942256,100.0,25.981727,28.221553,49.130163,0.0,149.658631,0.24664,1.313141,0
62.60951,165.069812,445.074337,13.485922,418.961435,2.831288,0.533474,0.83047,0.792302,253.397168,129.867796,24.868336,100.0,44.833662,56.480755,5.0,0.0,148.642208,0.333438,2.046941,0
115.918226,261.354691,533.868084,42.567692,643.502625,297.141438,0.624029,0.740619,0.716181,145.783541,680.385662,25.92711,100.0,43.407944,13.563267,44.835143,8.49566,136.379553,0.333035,0.284646,0
81.323411,125.332774,387.405399,45.961919,852.577697,115.76065,0.464033,0.193373,0.256839,412.105763,95.868011,25.585649,100.0,37.409183,38.255085,26.085867,1.607284,97.200931,0.265406,1.570248,0
36.815433,52.491081,74.922295,58.213035,512.296438,49.597163,0.153043,0.420037,0.344329,14.414481,774.128599,25.113605,54.404165,27.153853,29.272794,42.454876,6.036378,45.204957,0.1,0.747606,1
133.125936,209.075781,795.59725,22.920395,1150.232262,186.678441,0.86001,0.451102,0.449958,203.429013,62.437376,17.56208,100.0,44.017315,48.177992,5.55217,7.333465,176.608995,0.436509,1.578872,1
40.912146,108.930711,123.463228,25.375284,1078.454425,331.499986,0.141949,0.452194,0.46311,155.938713,158.09632,39.244523,78.10017,31.97312,34.038243,36.795398,3.435907,66.473216,0.151005,0.089075,0
161.03379,283.571997,321.220788,30.82557,355.846103,3.053111,0.484407,0.397336,0.321803,346.597539,19.79494,26.721064,100.0,34.640177,17.22077,49.111996,6.475272,128.268283,0.197482,0.155467,0
39.766104,118.320276,187.866255,15.420925,1498.408355,20.211675,0.231545,0.228562,0.251659,211.275479,330.070058,28.553384,100.0,10.715033,62.598291,27.515109,4.166543,78.226637,0.115108,0.043117,0
17.095396,425.741653,725.495031,12.145683,951.155167,150.136176,0.85045,0.251655,0.308093,204.82435,0.331233,27.664656,100.0,36.168282,40.771651,25.8266,0.0,176.607665,0.349925,0.522976,0
182.071861,389.502499,773.637764,31.163771,100.0,243.347726,0.862221,0.405721,0.3187,80.696855,387.027964,23.278887,100.0,32.474283,39.845521,29.538075,15.727352,185.877934,0.33841,0.676626,0
38.543768,305.830601,499.353788,17.480014,874.328571,171.396165,0.579382,0.401566,0.522311,296.432313,386.34086,17.997146,100.0,30.728919,14.888303,58.462624,0.780723,152.268041,0.275803,0.325722,0
41.056057,143.975641,411.505212,41.83977,1040.603228,323.117438,0.440759,0.626104,0.567872,184.291204,176.295926,22.681774,100.0,25.543943,31.995529,41.409252,9.295061,98.435528,0.263067,1.031281,0
17.931678,138.850134,242.709095,29.043356,1386.396181,15.87044,0.41657,0.137447,0.235935,184.064937,3.709762,18.249633,100.0,15.008,25.462562,60.0,6.922523,76.770276,0.214609,0.369267,0
58.418001,310.147365,395.170849,50.797301,731.261798,122.450713,0.493005,0.640284,0.785117,278.385034,440.546938,14.866388,100.0,31.338401,35.755298,36.914328,0.0,143.387671,0.263445,0.351857,0
20.477715,94.44219,144.353071,43.514581,1313.969134,126.48524,0.1,0.722489,0.669922,63.503528,682.662024,36.518172,84.718172,10.0,10.0,60.0,0.258502,31.192025,0.1,2.044597,0
174.569467,314.949456,581.811972,22.180165,993.570993,122.445801,0.512769,0.615149,0.589195,5.0,75.954217,28.872884,100.0,29.427245,39.223704,28.449315,8.839727,126.380968,0.311588,1.458189,0
46.726342,125.28667,492.553908,50.774289,242.472695,175.566928,0.535545,0.577165,0.627732,93.227963,130.435816,24.594549,100.0,25.751619,50.480127,23.475682,14.914693,113.59913,0.311444,0.202437,0
27.796987,173.595787,237.002918,49.26204,192.416613,284.607736,0.329425,0.559313,0.651771,56.646957,167.2278,24.39181,100.0,46.404699,28.38941,25.315773,8.740859,59.906507,0.300117,0.210841,0
67.134321,100.288131,199.525363,26.311311,1461.279935,114.437742,0.340312,0.86376,0.836688,141.321264,18.88653,27.644754,100.0,52.563208,41.532823,6.588235,10.294387,65.806232,0.147141,0.141364,1
286.496116,351.950313,479.80976,20.858046,1497.992089,268.013954,0.662723,0.507366,0.544814,414.928052,180.265314,23.220946,100.0,15.231374,20.573792,60.0,9.114018,147.475639,0.25426,0.461877,1
69.640682,192.385476,264.288755,42.537253,1061.454615,52.72757,0.383311,0.634457,0.571177,131.956729,134.634903,20.259774,100.0,40.599226,64.113274,5.0,12.626729,110.706857,0.148273,0.126669,0
52.491806,185.574984,413.452813,12.686387,1647.853361,201.860948,0.243,0.405712,0.451788,138.081725,333.256365,32.117828,100.0,24.634858,20.857511,60.0,8.516622,78.574953,0.226469,0.117751,0
65.840427,234.809703,377.060896,15.994951,1428.304925,135.031689,0.440266,0.478836,0.512852,5.0,748.40494,18.438707,100.0,26.732476,34.172009,42.929995,0.0,149.057549,0.163959,2.368162,0
120.298071,159.41977,566.051383,5.404925,1241.814365,194.115889,0.702724,0.319429,0.230717,165.60926,143.613172,31.041052,100.0,26.537789,24.337835,47.306316,3.053139,170.401973,0.303876,0.337594,0
112.302784,231.689384,336.769352,48.280841,444.344256,38.78991,0.397413,0.326966,0.40918,25.88971,83.908094,24.077654,100.0,46.253263,22.258677,34.177511,5.061851,99.205178,0.140189,2.163298,1
79.421919,104.282841,422.769066,41.566797,1765.714376,343.246625,0.479699,0.135416,0.251864,198.073745,441.311641,25.439559,100.0,30.691534,62.626123,6.573704,2.051146,105.197004,0.251727,0.094308,0
137.149878,219.116884,272.349939,43.784096,1168.150716,326.237082,0.282072,0.221001,0.295786,674.015527,19.082436,21.80339,100.0,36.603273,60.894149,5.0,8.848653,70.344639,0.189827,0.675826,1
68.889185,174.275499,289.945831,47.940097,707.080613,297.50267,0.441376,0.725918,0.706569,34.379166,594.211189,17.007819,100.0,13.576213,29.425158,57.968931,12.851194,92.116755,0.2577,0.075331,0
56.279851,150.569679,349.946696,30.240368,565.864997,321.401816,0.362137,0.779006,0.626102,109.030361,531.938217,19.479171,100.0,19.355219,80.0,5.0,4.314031,76.033377,0.20186,0.334586,0
67.673065,357.073305,586.301508,36.280766,1028.391891,52.807633,0.657642,0.320051,0.307873,435.594451,51.640988,25.707235,100.0,25.85769,55.242895,16.769653,2.901923,127.897097,0.252982,1.005896,0
39.988785,146.082747,590.635506,12.688835,100.0,181.339838,0.644895,0.252296,0.32204,503.844904,43.820029,18.669744,100.0,31.975735,53.884025,14.598967,4.468133,115.248672,0.33112,1.049378,0
122.195326,275.426215,499.000504,11.299154,1249.836638,114.447297,0.529572,0.609164,0.67548,5.0,409.392319,18.747449,100.0,39.351723,37.776155,25.138492,6.919763,149.127335,0.268439,1.288673,0
38.26641,161.300266,387.253115,41.762163,423.214593,319.458939,0.477575,0.531764,0.498929,265.318526,60.982278,28.210539,100.0,25.520128,56.730114,14.443641,6.713256,116.573141,0.249581,0.713017,0
7.052245,108.287216,194.332792,30.910291,1085.304054,68.197566,0.28535,0.611808,0.750464,153.790222,90.34489,26.320139,100.0,47.379674,39.683691,17.102853,0.0,43.637715,0.135832,0.330322,0
85.811587,231.576197,327.370074,36.087986,639.189831,79.180328,0.505996,0.428957,0.579488,201.310819,103.070853,16.077733,100.0,28.941889,21.911771,51.847451,11.258005,111.92089,0.277156,0.317423,1
32.697771,148.10921,274.439457,47.074937,767.790644,247.217204,0.400945,0.774651,0.758949,128.019595,231.405628,30.966603,100.0,24.363354,37.36472,35.329075,0.0,106.355578,0.261938,0.324636,0
114.282799,222.75637,400.779074,39.909508,521.545064,32.003877,0.544634,0.900324,0.829547,42.482057,594.461916,31.496149,100.0,41.443306,30.60764,27.934332,2.723497,113.671509,0.228839,0.628641,1
63.092457,150.748605,316.799218,35.446867,819.385284,263.652184,0.292888,0.810983,0.738192,425.716501,78.562155,22.33507,100.0,39.754212,17.982218,44.977335,8.652793,83.726681,0.115095,0.301497,0
121.523972,195.474955,425.968009,35.756394,1844.689773,96.525824,0.379411,0.784396,0.756695,183.542689,732.801683,13.617358,100.0,12.192638,53.924595,37.45366,12.180516,60.722505,0.250178,0.241033,1
7.997949,74.251336,489.199796,21.717255,1592.529814,237.936731,0.522091,0.598161,0.502404,5.0,265.112571,15.465258,100.0,49.405838,40.55432,5.984498,1.278224,80.371627,0.172906,1.332256,0
37.997011,146.623976,330.458481,6.694981,1077.239477,314.293603,0.455835,0.607855,0.622962,419.235667,189.811503,20.502713,100.0,25.96408,36.670332,35.414563,0.437463,93.393436,0.189334,0.87408,0
26.915794,130.118815,423.247177,29.019456,887.352867,219.460094,0.512907,0.803024,0.833317,698.876376,191.464976,31.046879,100.0,29.556373,65.829812,7.723954,1.699709,111.108184,0.221352,1.228998,0
300.0,546.891342,641.800741,16.802157,1322.100595,76.566144,0.570404,0.505213,0.509332,214.773291,327.304268,24.80971,100.0,22.261766,40.540691,33.793198,5.667395,164.893231,0.236818,0.075706,0
43.977432,73.849817,526.049853,27.469075,1464.985197,17.699589,0.625199,0.787975,0.764348,355.665807,452.419177,16.580328,100.0,27.198326,57.671693,16.936571,2.151418,92.535916,0.335502,0.51536,0
13.949075,317.810562,497.321035,51.937169,485.090809,16.06103,0.459939,0.99,0.761723,146.540845,74.431041,32.686352,100.0,13.041424,21.054933,60.0,1.766585,119.557374,0.29873,0.994037,0
84.562002,124.650915,572.444955,17.866672,861.280566,31.972278,0.653963,0.624592,0.64034,645.971407,86.733884,23.636694,100.0,35.156767,25.323463,38.903011,1.147285,144.421834,0.359017,0.646503,0
24.661845,125.040063,275.231062,8.206651,100.0,208.734448,0.362602,0.847446,0.833114,38.85493,141.339111,28.758643,100.0,24.913892,37.97773,30.073524,1.344437,67.444719,0.160062,0.177178,0
130.934943,264.971911,398.575518,20.476114,1461.551055,125.358427,0.416277,0.927723,0.788733,269.208634,510.161352,22.029047,100.0,28.451979,39.521015,35.227015,6.593666,108.29512,0.300266,0.1409,0
147.172997,195.261306,308.841366,21.147657,1932.512129,87.518512,0.308917,0.659251,0.614902,59.072855,259.175355,12.405128,100.0,42.70632,42.742379,12.339258,9.636435,87.610142,0.123913,0.769464,0
27.176331,66.442657,142.502941,41.405408,940.041312,78.950361,0.234446,0.447539,0.581912,308.634252,100.384586,13.369769,79.560325,36.848216,54.030038,7.334123,4.810282,72.49509,0.1743,0.009262,0
33.608979,125.971166,460.489687,35.636768,100.0,341.489351,0.499721,0.840182,0.702658,223.637574,128.740281,18.906904,100.0,31.782949,80.0,5.0,4.753458,112.193726,0.264181,2.42333,0
78.513174,234.397642,333.608843,48.114402,1204.445258,42.773967,0.278911,0.660919,0.634989,561.695377,463.806863,25.775257,100.0,53.468291,12.180715,34.36804,5.712522,84.585343,0.253387,1.063001,1
133.777315,318.173087,543.813987,41.537245,447.955417,109.733188,0.622449,0.353745,0.580782,13.690275,46.635942,26.529641,100.0,18.942688,28.198817,52.859869,4.127798,139.732066,0.323032,3.195703,0
85.757413,120.118242,189.548933,27.351277,568.325279,169.731814,0.376785,0.629718,0.662275,38.920452,145.199747,35.118992,100.0,32.548394,44.40021,22.607697,5.031983,87.856646,0.29636,0.31372,0
44.041618,133.596187,663.625178,49.771121,1213.288195,0.161829,0.750139,0.281941,0.339573,159.152284,23.083376,23.829906,100.0,45.789761,69.233407,5.0,8.111684,172.666252,0.299055,0.667785,1
17.212722,38.248855,377.750767,14.183511,1027.277063,331.543147,0.452592,0.683076,0.72104,506.298588,58.113686,23.373697,100.0,48.587142,34.366286,15.179176,4.788706,73.931201,0.281212,0.117689,0
208.781949,257.845984,583.102005,6.249164,655.945612,35.675493,0.550643,0.438921,0.441738,99.493525,64.965948,18.127185,100.0,15.534691,37.640369,48.605212,4.417793,112.249081,0.329692,0.005301,0
87.371181,305.90205,507.117317,9.952632,575.197184,245.689416,0.543944,0.751602,0.693795,461.483505,370.84113,29.456381,100.0,23.73818,31.408626,42.019732,3.86748,135.35093,0.297635,0.278983,0
240.228788,369.086462,534.70763,44.729764,962.918028,226.391572,0.541355,0.716716,0.61534,176.02977,452.509703,32.667892,100.0,44.336659,46.443972,7.262182,13.783915,117.922125,0.228342,1.898846,1
97.219429,149.831478,269.859629,30.403248,695.267224,291.262988,0.341811,0.725601,0.62131,143.200927,634.148948,20.200528,100.0,26.688795,37.497156,35.962407,7.330911,64.588047,0.18605,0.043568,0
218.628259,423.886046,866.850749,13.869948,345.381433,234.499583,0.930467,0.809992,0.681769,553.261343,795.106321,23.249041,100.0,32.458965,51.039132,18.369394,5.072672,200.0,0.437169,0.052633,1
30.772256,89.75886,141.892118,32.557463,733.718409,276.97947,0.209806,0.77782,0.793827,193.44914,156.686279,26.065787,79.889652,26.491825,57.560015,13.682838,0.0,62.494958,0.192022,0.397884,0
32.998938,131.761946,402.21115,13.377166,1069.796312,151.649499,0.258146,0.376823,0.54398,266.403485,17.406489,19.122797,100.0,31.696946,31.868057,33.978136,0.0,79.351253,0.122563,0.833772,0
54.460984,71.309111,173.955736,43.297621,810.948267,175.933618,0.327817,0.209885,0.410116,520.720405,117.671742,13.309307,100.0,10.0,53.244092,35.87959,11.170099,74.354405,0.137961,0.520194,0
28.456086,81.231428,150.369085,29.538595,193.245701,252.598357,0.267534,0.638716,0.576789,123.898766,372.332001,24.821886,100.0,27.634549,25.935203,43.741155,13.459501,81.451108,0.237292,0.822982,0
11.489372,132.227798,272.582861,25.956167,1394.532311,204.63362,0.346687,0.470798,0.4756,330.896309,165.135759,27.416338,100.0,31.201772,41.480744,26.94041,6.558899,89.269342,0.250817,2.83424,0
36.327329,153.107205,295.064998,21.583165,100.0,184.153878,0.233368,0.736186,0.616401,41.812756,65.545456,18.374631,100.0,26.942729,27.187198,39.131659,0.480283,55.289033,0.225885,0.027161,0
96.172506,170.013865,403.735365,39.665543,676.817422,74.001026,0.359943,0.494256,0.457164,337.685531,5.091744,23.873978,100.0,33.181866,11.373784,59.944015,5.413566,96.956211,0.297829,1.470257,1
19.554576,111.340478,473.031636,24.899694,589.900773,92.918974,0.430538,0.619411,0.759754,109.216095,204.325284,36.354996,100.0,17.358893,52.667666,29.757417,1.191431,85.813732,0.238712,0.053437,0
21.958625,185.731627,347.456414,9.820746,974.089439,129.059007,0.336968,0.087483,0.135835,378.089411,527.83689,30.594092,100.0,34.968609,21.562735,38.087075,1.451525,83.786282,0.120507,1.324643,0
38.507244,125.060661,164.765591,11.490325,1180.830904,3.342379,0.191039,0.281137,0.246893,11.952654,1110.522307,26.998776,100.0,50.134145,26.1104,22.006656,4.523113,51.66231,0.219659,1.87824,0
25.427018,159.672909,256.565334,57.904372,1463.382404,150.250842,0.199909,0.429487,0.518564,681.177999,325.658754,20.75353,100.0,46.208815,32.191259,21.755289,8.00927,41.936246,0.143313,0.86656,0
40.530454,105.2832,265.460582,54.971938,543.797563,0.996651,0.540807,0.515298,0.394887,618.460329,139.66699,27.760151,100.0,39.739766,68.367677,5.0,2.54199,121.851353,0.35572,0.918995,1
57.944111,155.739132,285.891685,43.483892,1193.291169,203.405557,0.493217,0.522667,0.557909,365.507656,485.453348,14.145054,100.0,34.879271,63.966383,5.0,7.283602,87.888396,0.211528,0.564606,1
21.01182,36.552307,307.224925,19.622848,997.909194,253.450357,0.388858,0.469297,0.495046,30.171924,154.604664,23.370211,100.0,24.158916,11.088483,60.0,0.0,82.491594,0.264838,0.307824,0
39.32717,107.889993,335.38318,58.304701,100.0,202.373507,0.38171,0.293309,0.421655,467.740178,654.830145,20.831282,100.0,26.547953,18.178603,57.81168,12.357223,52.658572,0.16144,1.167862,0
62.388746,168.340392,469.980457,47.8313,1850.270128,249.66719,0.682136,0.678271,0.515247,107.484898,235.274454,28.475493,100.0,41.503584,68.01689,5.0,0.915213,154.144571,0.393521,1.801809,0
29.57636,123.323846,147.331874,44.42896,180.612436,0.004741,0.387609,0.521058,0.536696,114.454809,535.194669,10.898305,88.46172,30.403736,72.969239,5.0,5.586804,91.839177,0.138768,0.004435,0
17.205992,81.893717,424.43084,29.714883,1109.748636,21.39911,0.386774,0.524184,0.500938,740.363193,174.960438,39.035941,100.0,55.245259,45.654474,5.0,6.024093,82.485265,0.219069,0.182314,0
31.72158,75.944148,119.149136,19.973286,1094.979972,251.446479,0.226044,0.502998,0.564824,181.236838,599.150623,21.323671,95.956143,12.777477,40.195455,42.892931,4.550198,60.6826,0.153883,1.388232,0
46.272302,154.749324,412.053732,10.301503,1037.818391,289.044053,0.432005,0.62941,0.660985,850.385745,232.784359,33.660078,100.0,29.697336,37.001257,30.494154,5.433023,104.749801,0.199073,1.314115,0
10.761298,102.211373,500.134964,54.643132,652.711559,258.372566,0.498179,0.355714,0.33111,15.089926,162.32958,28.337745,100.0,25.824233,34.489775,41.832263,10.813977,112.972569,0.253872,0.589478,0
97.294956,222.558894,255.60933,30.067696,1313.626326,238.684407,0.300721,0.568986,0.534291,39.755059,391.636544,25.922678,100.0,40.527523,18.030996,38.334806,3.583143,99.390075,0.148219,0.540904,0
48.475655,105.925388,126.711161,16.129985,119.816263,254.657759,0.199138,0.488892,0.4428,806.431355,75.541344,25.411043,90.451883,42.879641,51.237821,6.603195,4.744028,77.492428,0.135057,0.39609,0
31.888579,179.089025,345.808567,21.827614,867.085606,266.252373,0.415011,0.709172,0.628285,294.352453,258.289108,24.440728,100.0,17.837502,22.917799,54.867989,1.280654,128.8319,0.232641,0.289019,0
12.965766,51.479491,182.299014,36.857076,618.062662,260.775899,0.276594,0.634931,0.579474,462.329038,355.04548,21.081143,100.0,17.240697,48.448637,36.27334,8.948182,69.651423,0.134111,0.228786,0
88.009816,115.043884,177.990623,14.722503,561.351029,265.683052,0.39511,0.692677,0.649042,131.914386,492.73871,26.519221,100.0,23.489363,38.550533,36.989723,4.127589,79.846791,0.213057,0.745929,0
148.236765,367.994742,388.908347,52.113786,1114.373894,26.647095,0.349883,0.668422,0.721052,20.954753,164.119022,22.777376,100.0,38.040697,55.519352,7.600837,8.337373,110.357811,0.238284,0.296,1
37.729854,78.3669,425.365924,46.718574,1438.739271,22.777759,0.558253,0.589382,0.607436,69.200369,325.338815,27.274183,100.0,36.80394,27.0298,32.359883,4.815341,77.363812,0.230823,0.555356,0
225.727577,334.87581,401.129717,44.570463,728.372119,130.00318,0.333459,0.67493,0.773133,247.693547,151.949561,26.458988,100.0,14.057045,17.579433,60.0,11.611594,84.430907,0.201326,2.779289,1
59.993292,139.65306,928.181948,28.765117,1290.340545,189.934817,0.912639,0.622406,0.662391,38.045762,67.466053,21.589771,100.0,35.231632,21.815995,48.637339,4.637227,174.056104,0.344992,0.496469,0
61.83222,285.009773,355.948236,39.501986,924.870333,274.542859,0.506891,0.813347,0.779194,23.945668,364.146564,20.970109,100.0,33.741779,37.65531,20.860936,5.422536,116.37019,0.338839,1.514376,0
118.319748,269.376079,345.081569,37.125388,453.633895,120.494815,0.450222,0.563091,0.531003,122.11481,261.884911,25.597623,100.0,31.353735,35.514266,36.873368,5.486762,122.841044,0.258166,0.014457,0
91.587809,119.427422,131.431989,40.741563,771.023953,99.042148,0.18008,0.777612,0.724599,68.677897,49.532137,26.522052,94.111642,38.474629,17.482597,44.429679,5.574678,56.308639,0.1,2.238319,0
19.415205,285.540411,351.602001,9.644438,750.257055,281.321391,0.427341,0.928279,0.810579,153.763671,1235.189482,21.031072,100.0,34.499898,29.46938,37.403935,3.026178,114.349321,0.321501,0.633281,0
36.44732,223.337286,310.380465,27.869407,551.670044,89.761267,0.529052,0.231423,0.336488,525.021339,212.921008,17.947176,100.0,32.88984,39.25768,29.051469,8.388559,116.057387,0.283259,0.95703,1
133.47771,206.009513,377.356136,7.28878,1114.241464,295.502896,0.361583,0.456002,0.605356,143.303687,17.924355,25.521093,100.0,44.829904,49.308995,8.543393,6.737445,101.121906,0.162867,0.058445,0
93.007804,131.166115,388.70283,32.169495,1017.323094,63.768078,0.487053,0.316729,0.337767,555.523436,38.306118,26.120672,100.0,48.813535,37.635021,11.707811,4.136554,97.538745,0.372742,0.036717,0
227.169543,341.665732,456.089987,23.142367,104.675151,129.410468,0.584185,0.525426,0.407453,98.490456,29.738655,24.695141,100.0,27.490117,49.225382,18.720912,7.194008,121.632622,0.276717,0.490293,1
82.311433,201.299085,456.769646,12.94883,100.0,144.387219,0.449452,0.84242,0.727065,5.73605,15.067924,23.432545,100.0,31.299042,38.675516,27.985769,10.80306,122.895912,0.156738,0.534579,0
95.443543,113.86776,597.901952,10.687163,1112.342227,107.823761,0.781754,0.456929,0.441042,835.419693,69.155722,28.763567,100.0,39.392186,38.769706,19.41532,0.0,156.620682,0.415593,0.035324,0
31.621542,140.518979,285.615128,37.320451,492.356786,1.208489,0.550095,0.716558,0.739374,279.736101,137.715319,18.163123,100.0,29.926335,46.004921,24.08385,0.0,124.692786,0.287568,0.872962,1
146.591069,323.593061,442.961326,14.382613,1051.020578,84.783333,0.58592,0.663907,0.642983,155.25276,336.290995,18.972023,100.0,39.657837,18.92588,41.338453,3.127689,167.080782,0.35327,2.363301,0
4.319408,109.128464,184.886909,55.881607,1290.465789,121.555281,0.366769,0.488048,0.39842,42.551797,233.672942,20.561163,100.0,33.422756,68.189262,5.0,8.053184,68.703547,0.214834,0.049487,0
70.839822,163.923056,338.446962,36.958363,264.523581,112.904962,0.21481,0.611763,0.674104,213.248844,20.113775,23.29999,100.0,40.53892,39.24012,18.11217,2.287278,82.397182,0.119969,1.088749,0
97.62772,182.787344,621.821974,24.077839,194.231373,282.799979,0.496456,0.764437,0.810115,480.064039,118.074152,20.189184,100.0,39.382291,36.591939,26.017019,1.934967,115.710025,0.19398,0.078794,1
